survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
gallup_canada198908a,,Canada,,,,1989,,,wtvar,dataverse,gallup_canada,gallup_canada198908a,,https://borealisdata.ca/dataset.xhtml?persistentId=doi:10.5683/SP2/MN4FME,,,,
gallup_canada198912,,Canada,,,,1989,,,weight,roper,gallup_canada,CNCIPO1989-912-1,,,,,,
gallup_canada199009,,Canada,,,,1990,,,weight,roper,gallup_canada,CNCIPO1990-009-2,,,,,,
gallup_canada199105,,Canada,,,,1991,,,weight,roper,gallup_canada,CNCIPO1991-105-1,,,,,,
gallup_canada199106,,Canada,,,,1991,,,wtvar,dataverse,gallup_canada,gallup_canada199106,,https://doi.org/10.5683/SP2/V7XPNY,,,,
gallup_canada199107,,Canada,,,,1991,,,wtvar,misc,odesi,gallup_canada199107,,,,,,
gallup_canada199205,,Canada,,,,1992,,,weight,dataverse,gallup_canada,gallup_canada199205,,https://doi.org/10.5683/SP2/OTWG9Z,,,,
gallup_canada199209,,Canada,,,,1992,,,weight,roper,gallup_canada,CNCIPO1992-809T,,,,,,
gallup_canada199306,,Canada,,,,1993,,,weight,roper,gallup_canada,CNCIPO1993-656T,,,,,,
gallup_canada199312,,Canada,,,,1993,,,weight,roper,gallup_canada,31082204,,,,"list(file = file_path, var_names = c(""q8"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(14, 15), var_widths = c(1, 5))",,
gallup_canada199404,,Canada,,,,1994,,,wtvar,misc,odesi,gallup_canada199404,,,,,,
gallup_canada199410,,Canada,,,,1994,,,wtvar,misc,odesi,gallup_canada199410,,,,,,
gallup_canada199505,,Canada,,,,1995,,,weight,roper,gallup_canada,CNCIPO1995-95005,,,,"list(file = file_path, var_names = c(""q4a"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(35, 15), var_widths = c(1, 5))",,
gallup_canada199508,,Canada,,,,1995,,,weight,roper,gallup_canada,CNCIPO1995-95008,,,,,,
gallup_canada1996,,Canada,,,,1996,,,weight,roper,gallup_canada,CNCIPO1996-96010,,,,,,
gallup_canada199605,,Canada,,,,1996,,,weight,roper,gallup_canada,CNCIPO1996-96005,,,,"list(file = file_path, var_names = c(""q4"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(22, 15), var_widths = c(1, 5))",,
gallup_canada199610,,Canada,,,,1996,,,wtvar,misc,odesi,gallup_canada199610,,,,,,
gallup_canada199611,,Canada,,,,1996,,,weight,roper,gallup_canada,CNCIPO1996-96011,,,,"list(file = file_path, var_names = c(""q11a"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(52, 15), var_widths = c(1, 5))",,
gallup_canada199707,,Canada,,,,1997,,,weight,roper,gallup_canada,CNCIPO1997-97007,,,,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(27, 15), var_widths = c(1, 5))",,
gallup_canada199711,,Canada,,,,1997,,,weight,roper,gallup_canada,CNCIPO1997-97011,,,,,,
gallup_canada199804,,Canada,,,,1998,,,wtvar,misc,odesi,gallup_canada199804,,,,,,
gallup_canada199807,,Canada,,,,1998,,,weight,roper,gallup_canada,CNCIPO1998-98007,,,,"list(file = file_path, var_names = c(""q6"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",,
gallup_canada199811,,Canada,,,,1998,,,weight,roper,gallup_canada,CNCIPO1998-98011,,,,,,
gallup_canada1999,,Canada,,,,1999,,,,roper,gallup_canada,CNCIPO1999-04,,,,,,
gallup_canada199907,,Canada,,,,1999,,,weight,roper,gallup_canada,CNCIPO1999-07,,,,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",,
gallup_canada199911,,Canada,,,,1999,,,weight,roper,gallup_canada,CNCIPO1999-11,,,,,,
gallup_canada2000,,Canada,,,,2000,,,weight,roper,gallup_canada,CNCIPO2000-02,,,,,,
gallup_canada200007,,Canada,,,,2000,,,weight,roper,gallup_canada,CNCIPO2000-07,,,,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, respondent_pattern = ""^\\d{4}"", card_pattern = ""(?<=^\\d{5})\\d"", var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",,
gallup_canada200011,,Canada,,,,2000,,,weight,roper,gallup_canada,CNCIPO2000-11,,,,,,
gallup_uk196910,,United Kingdom,,,,1969,,,,roper,gallup_uk,GBSSLT1969-CQ654,,,,,,
gallup_uk197311,,United Kingdom,,,,1973,,,,roper,gallup_uk,GBSSLT1973-CQ876,,,,,,
gallup_uk197501,,United Kingdom,,,,1975,,,,roper,gallup_uk,GBSSLT1975-CQ945,,,,,,
gallup_uk1977,,United Kingdom,,,,1977,,,,roper,gallup_uk,GBSSLT1977-CQ575,,,,,,
gallup_uk1981,,United Kingdom,,,,1981,,,,misc,roper_request,GBSSLT1981-CQ792,,,,,,
gallup_uk198202,,United Kingdom,,,,1982,,,,roper,gallup_uk,GBSSLT1982-CQ806,,,,,,
gallup_uk1985,,United Kingdom,,,,1985,,,,misc,roper_request,GBSSLT1985-CQ958A,,,,,,
gallup_uk1986,,United Kingdom,,,,1986,,,,misc,roper_request,GBSSLT1986-CQ044A,,,,,,
gallup_us196208,,United States,,,,1962,,,,roper,gallup_us,USAIPO1962-0662,,,,"list(file = file_path, var_names = c(""q21a"", ""q21b"", ""q21c""), var_cards = c(1, 1, 1), var_positions = c(53, 54, 55), var_widths = c(1, 1, 1), total_cards = 2)",,
gallup_us196512,,United States,,,,1965,,,,roper,gallup_us,USAIPO1965-0721,,,,"list(file = file_path, var_names = c(""q25a"", ""q25b"", ""q25c""), var_cards = c(2, 2, 2), var_positions = c(46, 47, 48), var_widths = c(1, 1, 1), total_cards = 2)",,
gallup_us196909,,United States,,,,1969,,,weight,roper,gallup_us,USAIPO1969-0788,,,,"list(file = file_path, var_names = c(""q44a"", ""q44b"", ""q44c"", ""q44d"", ""weight""), var_positions = c(29, 30, 31, 32, 64), var_widths = c(1, 1, 1, 1, 1))",,
gallup_us197706,,United States,,,,1977,,,weight,roper,gallup_us,USAIPO1977-0978,,,,,,
gallup_us197811_ct,,United States,,,,1978,,,weight,roper,gallup_us,USAIPOSPGO1978-78139,,,,"list(file = file_path, var_names = c(""q60"", ""weight""), var_positions = c(67, 1), var_widths = c(1, 1))",,
gallup_us198206,,United States,,,,1982,,,weight,roper,gallup_us,USAIPO1982-1197G,,,,"list(file = file_path, var_names = c(""q09h"", ""q09j"", ""weight""), var_positions = c(36, 38, 1), var_widths = c(1, 1, 1))",,
gallup_us198606,,United States,,,,1986,,,weight,roper,gallup_us,USAIPO1986-1266G,,,,,,
gallup_us198606a,,United States,,,,1986,,,weight,roper,gallup_us,31091243,,,,"list(file = file_path, var_names = c(""q6"", ""q14"", ""q38"", ""weight""), var_cards = c(1, 1, 1, 3), var_positions = c(41, 51, 79, 49), var_widths = c(1, 1, 1, 6), total_cards = 3)",,
gallup_us198703,,United States,,,,1987,,,weight,roper,gallup_us,USAIPOSPAI1987-852,,,,"list(file = file_path, var_names = c(""q20"", ""weight""), var_positions = c(32, 4), var_widths = c(1, 3))",,
gallup_us198807,,United States,,,,1988,,,weight,roper,gallup_us,USAIPOSPAI1988-874,,,,,,
gallup_us198909,,United States,,,,1989,,,weight,roper,gallup_us,USAIPOSPGONEW1989-89262,,,,,,
gallup_us198910,,United States,,,,1989,,,weight,roper,gallup_us,USAIPOGNS1989-89139-W2,,,,,,
gallup_us199109,,United States,,,,1991,,,weight,roper,gallup_us,USAIPOGNS1991-222013,,,,"list(file = file_path, var_names = c(""q7"", ""weight""), var_cards = c(3, 1), var_positions = c(41, 13), var_widths = c(1, 3), total_cards = 4)",,
gallup_us199206,,United States,,,,1992,,,weight,roper,gallup_us,USAIPOGNS1992-222054,,,,"list(file = file_path, var_names = c(""q24"", ""q25"", ""weight""), var_cards = c(4, 4, 1), var_positions = c(46, 47, 13), var_widths = c(1, 1, 3), total_cards = 4)",,
gallup_us199603,,United States,,,,1996,,,weight,roper,gallup_us,USAIPOCNUS1996-9603008,,,,"list(file = file_path, var_names = c(""q43a"", ""q44"", ""weight""), var_cards = c(6, 6, 1), var_positions = c(62, 64, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",,
gallup_us199611,,United States,,,,1996,,,weight,roper,gallup_us,USAIPOGNS1996-9611036,,,,"list(file = file_path, var_names = c(""q12"", ""weight""), var_cards = c(6, 1), var_positions = c(51, 13), var_widths = c(1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""^\\d{6}"")",,
gallup_us199902,,United States,,,,1999,,,weight,roper,gallup_us,USAIPOGNS1999-9902009,,,,"list(file = file_path, var_names = c(""q35"", ""q39a"", ""weight""), var_cards = c(7, 7, 1), var_positions = c(39, 49, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",,
gallup_us199902a,,United States,,,,1999,,,weight,roper,gallup_us,USAIPOGNS1999-9902013,,,,"list(file = file_path, var_names = c(""q27"", ""q29"", ""weight""), var_cards = c(6, 6, 1), var_positions = c(46, 48, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",,
gallup_us200009,,United States,,,,2000,,,wtfctr,roper,gallup_us,USAIPOGNS2000-39,,,,,,
gallup_us200103,,United States,,,,2001,,,wtfctr,roper,gallup_us,USAIPOGNS2001-13,,,,,,
gallup_us200209,,United States,,,,2002,,,wtfctr,roper,gallup_us,USAIPOCNUS2002-34,,,,,,
gallup_us200305,,United States,,,,2003,,,wtfctr,roper,gallup_us,USAIPOGNS2003-31,,,,,,
gallup_us200401,,United States,,,,2004,,,wtfctr,roper,gallup_us,USAIPOCNUS2004-02,,,,,,
gallup_us200402,,United States,,,,2004,,,wtfctr,roper,gallup_us,USAIPOGNS2004-08,,,,,,
gallup_us200508,,United States,,,,2005,,,wtfctr,roper,gallup_us,USAIPOGNS2005-39,,,,,,
gallup_us200709,,United States,,,,2007,,,wtfctr,roper,gallup_us,USAIPOUSA2007-30,,,,,,
gallup_us200805,,United States,,,,2008,,,wtfctr,roper,gallup_us,31088854,,,,,,
gallup_us200905,,United States,,,,2009,,,wtfctr,roper,gallup_us,USAIPOGNS2009-09,,,,,,
gallup_us201005,,United States,,,,2010,,,wtfctr,roper,gallup_us,31088904,,,,,,
gallup_us201112,,United States,,,,2011,,,wtfctr,roper,gallup_us,USAIPOUSA2011-22,,,,,,
gallup_us201211,,United States,,,,2012,,,wtfctr,roper,gallup_us,USAIPOUSA2012-19,,,,,,
gallup_vop2000,,country,,,,1999,,,weight,icpsr,gallup_vop,ICPSR_24661,,,,,,
gallup_vop2004,,country,iso3c,,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2004,,,wt,icpsr,gallup_vop,ICPSR_24681,,,,,,
gallup_vop2005,,country,iso3c,,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2005,,,weight,icpsr,gallup_vop,ICPSR_04636,,,,,,
gallup_vop2006,,country,iso3c,,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2006,,,wt,icpsr,gallup_vop,ICPSR_21380,,,,,,
gallup_vop2007,,country,iso3c,,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2007,,,wt,icpsr,gallup_vop,ICPSR_21441,,,,,,
gallup_vop2011,,country_code,,,,2011,,,weight,icpsr,gallup_vop,ICPSR_33504,,,,,,
gallup_vop2012,,country_code,,,,2012,,,weights,icpsr,gallup_vop,ICPSR_35201,,,,,,
gallup_vop2013,,country_code,,,,2013,,,weight,icpsr,gallup_vop,ICPSR_35202,,,,,,
ges1976,,Germany,,,,1976,,,,gesis,ges,ZA0823,,,,,,
ges1983,,Germany,,,,1983,,,,gesis,ges,ZA1276,,,,,,"Berger, Manfred, Gibowski, Wolfgang G., & Roth, Dieter (2012). Election Study 1983 (Panel). GESIS Data Archive, Cologne. ZA1276 Data file Version 2.0.0, https://doi.org/10.4232/1.11458."
ges1987,,Germany,,,,1987,,,,gesis,ges,ZA1536,,,,,,
ges1990,,Germany,,,,1990,,,,gesis,ges,ZA1920,,,,,,
gles1994,,Germany,,,,1994,,,,gesis,gles,ZA3065,,,,,,"Falter, Ju_rgen W.; Gabriel, Oscar W.; Rattinger, Hans; Schmitt, Karl (2015): Political Attitudes, Political Participation and Voting Behavior in Reunified Germany 1994 GESIS Data Archive, Cologne. ZA3065 Data file Version 3.0.0, doi:10.4232/1.11973 "
gles1998,,Germany,,,,1998,,,,gesis,gles,ZA3066,,,,,,"Falter, Ju_rgen W.; Gabriel, Oscar W.; Rattinger, Hans (2015): Political Attitudes, Political Participation and Voting Behavior in Reunified Germany 1998 GESIS Data Archive, Cologne. ZA3066 Data file Version 4.0.0, doi:10.4232/1.11968 "
gles2002,,Germany,,,,2002,,,,gesis,gles,ZA3861,,,,,,"Falter, Ju_rgen W.; Gabriel, Oscar W.; Rattinger, Hans (2015): Political Attitudes, Political Participation and Voting Behavior in Reunified Germany 2002. GESIS Data Archive, Cologne. ZA3861 Data file Version 3.0.0, doi:10.4232/1.11967 "
gles2009,,Germany,,,,2009,,,,gesis,gles,ZA5305,,,,,,"GLES (2015). Short-term Campaign Panel (GLES 2009). GESIS Data Archive, Cologne. ZA5305 Data file Version 5.0.0, https://doi.org/10.4232/1.12198."
gles2013,,Germany,,,,2013,,,,gesis,gles,ZA5704,,,,,,"Rattinger, Hans; Roßteutscher, Sigrid; Schmitt-Beck, Rüdiger; Weßels, Bernhard; Wolf, Christof; Plischke, Thomas; Wiegand, Elena (2016): Short- term Campaign Panel 2013 (GLES). GESIS Data Archive, Cologne. ZA5704 Datafile Version 3.2.0, doi: 10.4232/1.12561."
gles2017,,Germany,,,,2017,,,,gesis,gles,ZA6804,,,,,,"GLES (2019). Short-term Campaign Panel (GLES 2017). GESIS Data Archive, Cologne. ZA6804 Data file Version 7.0.0, https://doi.org/10.4232/1.13323."
gprefs2012,,country,,,,2012,,,,misc,gprefs,gprefs2012,,,https://academic.oup.com/qje/article-pdf/133/4/1645/28835875/qjy013.pdf,,,
gps2014,,nutsnaz,,,,2014,,,,gesis,euandi,ZA5970,,,,,,
iccp2004,,Ireland,,,,2004,,,,misc,issda,iccp2004,,,,,,
iccp2010,,Ireland,,,,2010,,,,misc,issda,iccp2010,,,,,,
icenes1983,,Iceland,,,,1983,,,,dataverse,icenes,icenes1983,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00001,,,,"Harðarson, Ólafur Þórður; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 1983"", https://doi.org/10.34881/1.00001, GAGNÍS (DATICE), V1, UNF:6:krmQ/NST5UWdwbJ3OlWJ8A== [fileUNF]"
icenes1987,,Iceland,,,,1987,,,,dataverse,icenes,icenes1987,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00002,,,,"Harðarson, Ólafur Þórður; Félagsvísindastofnun, 2020, ``Íslenska kosningarannsóknin 1987"", https://doi.org/10.34881/1.00002, GAGNÍS (DATICE), V3, UNF:6:QFUhkaIXJfohv9z5T/HpeA== [fileUNF]"
icenes1991,,Iceland,,,,1991,,,,dataverse,icenes,icenes1991,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00003,,,,"Harðarson, Ólafur Þórður; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 1991"", https://doi.org/10.34881/1.00003, GAGNÍS (DATICE), V1, UNF:6:CF1aHW7xsn83iJFjIACP5Q== [fileUNF]"
icenes1995,,Iceland,,,,1995,,,,dataverse,icenes,icenes1995,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00004,,,,"Harðarson, Ólafur Þórður; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 1995"", https://doi.org/10.34881/1.00004, GAGNÍS (DATICE), V1, UNF:6:soAWhg5QnLVM64/ItiByow== [fileUNF]"
icenes1999,,Iceland,,,,1999,,,,dataverse,icenes,icenes1999,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00005,,,,"Harðarson, Ólafur Þórður; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 1999"", https://doi.org/10.34881/1.00005, GAGNÍS (DATICE), V1, UNF:6:yiZ5815qg7DAqc5e2QPVMQ== [fileUNF]"
icenes2003,,Iceland,,,,2003,,,,dataverse,icenes,icenes2003,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00006,,,,"Harðarson, Ólafur Þórður; Eva Heiða Önnudóttir; Einar Mar Þórðarson; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 2003"", https://doi.org/10.34881/1.00006, GAGNÍS (DATICE), V1, UNF:6:2wWd5vKJmBmyz2NzoDiPQQ== [fileUNF]"
icenes2007,,Iceland,,,,2007,,,,dataverse,icenes,icenes2007,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00007,,,,"Harðarson, Ólafur Þórður; Eva Heiða Önnudóttir; Einar Már Þórðarson; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 2007"", https://doi.org/10.34881/1.00007, GAGNÍS (DATICE), V1, UNF:6:e2fn43HO5Jo1AYE4ttePGw== [fileUNF]"
icenes2009,,Iceland,,,,2009,,,,dataverse,icenes,icenes2009,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00008,,,,"Harðarson, Ólafur Þórður; Önnudóttir, Eva Heiða; Þórðarsson, Einar Már; Félagsvísindastofnun, 2021, ``Íslenska kosningarannsóknin 2009"", https://doi.org/10.34881/1.00008, GAGNÍS (DATICE), V1, UNF:6:/udEf4H4VtlzK7Qi4e7mwA== [fileUNF]"
icenes2013,,Iceland,,,,2013,,,,dataverse,icenes,icenes2013,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00009,,,,"Harðarson, Ólafur Þórður; Hulda Þórisdóttir; Eva Heiða Önnudóttir, 2021, ``Íslenska kosningarannsóknin 2013"", https://doi.org/10.34881/1.00009, GAGNÍS (DATICE), V1, UNF:6:a7ePGbqQoIlklFeypfRa6Q== [fileUNF]"
icenes2016,,Iceland,,,,2016,,,,dataverse,icenes,icenes2016,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00010,,,,"Önnudóttir, Eva Heiða; Harðarson, Ólafur Þórður; Þórisdóttir, Hulda; Helgason, Agnar Freyr, 2021, ``Íslenska kosningarannsóknin 2016"", https://doi.org/10.34881/1.00010, GAGNÍS (DATICE), V1, UNF:6:dqN69a8RixTJARkwphBO9w== [fileUNF]"
icenes2017,,Iceland,,,,2017,,,,dataverse,icenes,icenes2017,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/1.00011,,,,"Önnudóttir, Eva Heiða; Harðarson, Ólafur Þórður; Þórisdóttir, Hulda; Helgason, Agnar Freyr, 2021, ``Íslenska kosningarannsóknin 2017"", https://doi.org/10.34881/1.00011, GAGNÍS (DATICE), V1, UNF:6:ypxLPvXbfVrTPNiu+DKBJg== [fileUNF]"
icenes2021,,Iceland,,,,2021,,,,dataverse,icenes,icenes2021,,https://dataverse.rhi.hi.is/dataset.xhtml?persistentId=doi:10.34881/0ERQOZ,,,,"Önnudóttir, Eva Heiða; Helgason, Agnar Freyr; Þórisdóttir, Hulda; Ólafsson, Jón Gunnar; Harðarson, Ólafur Þórður, 2023, ``Íslenska kosningarannsóknin 2021"", https://doi.org/10.34881/0ERQOZ, GAGNÍS (DATICE), V1, UNF:6:7uXWgb9Md/iOOtP7lyrMvA== [fileUNF]"
icnl1985,,Netherlands,,,,1985,,,,dataverse,dans,icnl1985,,https://doi.org/10.17026/dans-xp9-367a,,,,
icnl1990,,Netherlands,,,,1990,,,,dataverse,dans,icnl1990,,https://doi.org/10.17026/dans-xp9-367a,,,,
iears2018,,Ireland,,,,2018,,,,dataverse,ieref,iears2018,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JELRGK,,,,
iemrbi200202,,Ireland,,,,2002,,,,misc,issda,iemrbi200202,,,,,,
ines_long,,Ireland,,,,,ines,,"wt <- t_data$v1171; wt[t_data$y_dcpo==2003] <- t_data$v1174[t_data$y_dcpo==2003] ; wt[t_data$y_dcpo==2004] <- (t_data$v1175[t_data$y_dcpo==2004]/mean(t_data$v1175[t_data$y_dcpo==2004], na.rm=TRUE)); wt[t_data$y_dcpo==2006] <- (t_data$v1178[t_data$y_dcpo==2006] /mean(t_data$v1178[t_data$y_dcpo==2006] , na.rm = TRUE)); wt[t_data$y_dcpo==2007] <- t_data$v1180[t_data$y_dcpo==2007] ; wt[is.na(wt)] <- 1",misc,issda,ines_long,,https://www.ucd.ie/issda/t4media/INESLong_Beta.zip,https://www.ucd.ie/issda/t4media/INES%20Codebook.pdf,,,
intune2007,,b,,"tibble(orig=c(""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""DENMARK"", ""ESTONIA"", ""FRANCE"", ""GERMANY"", ""GREECE"", ""HUNGARY"", ""ITALY"", ""POLAND"", ""PORTUGAL"", ""SERBIA"", ""SLOVAKIA REPUBLIC"", ""SLOVENIA"", ""SPAIN"", ""TURKEY"", ""UNITED KINGDOM""), dest = c(""Austria"", ""Belgium"", ""Bulgaria"", ""Denmark"", ""Estonia"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Italy"", ""Poland"", ""Portugal"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Turkey"", ""United Kingdom""))",,,,"tibble(orig=c(""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""DENMARK"", ""ESTONIA"", ""FRANCE"", ""GERMANY"", ""GREECE"", ""HUNGARY"", ""ITALY"", ""POLAND"", ""PORTUGAL"", ""SERBIA"", ""SLOVAKIA REPUBLIC"", ""SLOVENIA"", ""SPAIN"", ""TURKEY"", ""UNITED KINGDOM""), year = c(""2007"", ""2007"",""2007"", ""2007"", ""2007"", ""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2008""))",w1,gesis,intune,ZA5695,,,,,,
intune2009,,country,,"tibble(orig=c(""BELGIQUE"", ""DENMARK"", ""GERMANY"", ""GREECE"", ""SPAIN"", ""FRANCE"", ""ITALIA"", ""PORTUGAL"", ""UNITED KINGDOM"", ""ESTONIA"", ""HUNGARY"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""SERBIA"", ""AUSTRIA""), dest = c(""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Serbia"", ""Austria""))",,2009,,,wmid2,gesis,intune,ZA5696,,,,,,
ipsos_ga201006,,qcountry,,,"c(""the US"" = ""United States"")",2013,,,weight,misc,odesi,ipsos_ga201302,,,,,,
ipsos_ga201302,,qcountry,,,"c(""the US"" = ""United States"")",2013,,,weight,misc,odesi,ipsos_ga201302,,,,,,
ipsos_ga201305,,qcountry,,,"c(""the US"" = ""United States"")",2013,,,weight,misc,odesi,ipsos_ga201305,,,,,,
