,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
678,gallup_us198910,NA,United States,NA,NA,NA,1989,NA,NA,weight,roper,gallup_us,USAIPOGNS1989-89139-W2,NA,NA,NA,NA,NA
679,gallup_us199109,NA,United States,NA,NA,NA,1991,NA,NA,weight,roper,gallup_us,USAIPOGNS1991-222013,NA,NA,NA,"list(file = file_path, var_names = c(""q7"", ""weight""), var_cards = c(3, 1), var_positions = c(41, 13), var_widths = c(1, 3), total_cards = 4)",NA
680,gallup_us199206,NA,United States,NA,NA,NA,1992,NA,NA,weight,roper,gallup_us,USAIPOGNS1992-222054,NA,NA,NA,"list(file = file_path, var_names = c(""q24"", ""q25"", ""weight""), var_cards = c(4, 4, 1), var_positions = c(46, 47, 13), var_widths = c(1, 1, 3), total_cards = 4)",NA
681,gallup_us199603,NA,United States,NA,NA,NA,1996,NA,NA,weight,roper,gallup_us,USAIPOCNUS1996-9603008,NA,NA,NA,"list(file = file_path, var_names = c(""q43a"", ""q44"", ""weight""), var_cards = c(6, 6, 1), var_positions = c(62, 64, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",NA
682,gallup_us199611,NA,United States,NA,NA,NA,1996,NA,NA,weight,roper,gallup_us,USAIPOGNS1996-9611036,NA,NA,NA,"list(file = file_path, var_names = c(""q12"", ""weight""), var_cards = c(6, 1), var_positions = c(51, 13), var_widths = c(1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""^\\d{6}"")",NA
683,gallup_us199902,NA,United States,NA,NA,NA,1999,NA,NA,weight,roper,gallup_us,USAIPOGNS1999-9902009,NA,NA,NA,"list(file = file_path, var_names = c(""q35"", ""q39a"", ""weight""), var_cards = c(7, 7, 1), var_positions = c(39, 49, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",NA
684,gallup_us199902a,NA,United States,NA,NA,NA,1999,NA,NA,weight,roper,gallup_us,USAIPOGNS1999-9902013,NA,NA,NA,"list(file = file_path, var_names = c(""q27"", ""q29"", ""weight""), var_cards = c(6, 6, 1), var_positions = c(46, 48, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = ""(?<=^.{10})\\d"", respondent_pattern = ""(?<=^\\s{2})\\d{4}"")",NA
685,gallup_us200009,NA,United States,NA,NA,NA,2000,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2000-39,NA,NA,NA,NA,NA
686,gallup_us200103,NA,United States,NA,NA,NA,2001,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2001-13,NA,NA,NA,NA,NA
687,gallup_us200209,NA,United States,NA,NA,NA,2002,NA,NA,wtfctr,roper,gallup_us,USAIPOCNUS2002-34,NA,NA,NA,NA,NA
688,gallup_us200305,NA,United States,NA,NA,NA,2003,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2003-31,NA,NA,NA,NA,NA
689,gallup_us200401,NA,United States,NA,NA,NA,2004,NA,NA,wtfctr,roper,gallup_us,USAIPOCNUS2004-02,NA,NA,NA,NA,NA
690,gallup_us200402,NA,United States,NA,NA,NA,2004,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2004-08,NA,NA,NA,NA,NA
691,gallup_us200508,NA,United States,NA,NA,NA,2005,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2005-39,NA,NA,NA,NA,NA
692,gallup_us200709,NA,United States,NA,NA,NA,2007,NA,NA,wtfctr,roper,gallup_us,USAIPOUSA2007-30,NA,NA,NA,NA,NA
693,gallup_us200905,NA,United States,NA,NA,NA,2009,NA,NA,wtfctr,roper,gallup_us,USAIPOGNS2009-09,NA,NA,NA,NA,NA
694,gallup_us201112,NA,United States,NA,NA,NA,2011,NA,NA,wtfctr,roper,gallup_us,USAIPOUSA2011-22,NA,NA,NA,NA,NA
695,gallup_us201211,NA,United States,NA,NA,NA,2012,NA,NA,wtfctr,roper,gallup_us,USAIPOUSA2012-19,NA,NA,NA,NA,NA
696,gallup_vop2004,NA,country,iso3c,NA,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2004,NA,NA,wt,icpsr,gallup_vop,ICPSR_24681,NA,NA,NA,NA,NA
697,gallup_vop2005,NA,country,iso3c,NA,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2005,NA,NA,weight,icpsr,gallup_vop,ICPSR_04636,NA,NA,NA,NA,NA
698,gallup_vop2007,NA,country,iso3c,NA,"c(""BRZ""=""Brazil"", ""CRO""=""Croatia"", ""CZR""=""Czechia"", ""GER""=""Germany"", ""GUA""=""Guatemala"", ""ICE""=""Iceland"", ""IRE""=""Ireland"", ""KYA""=""Kenya"", ""KVO""=""Kosovo"", ""LTV""=""Latvia"", ""LIT""=""Lithuania"", ""MCD""=""North Macedonia"", ""MDV""=""Moldova"", ""PGY""=""Paraguay"", ""RMA""=""Romania"", ""RUSG""=""Russia"", ""SER""=""Serbia"", ""RSA""=""South Africa"", ""SPN""=""Spain"", ""SWI""=""Switzerland"", ""TOG""=""Togo"", ""UK""=""United Kingdom"")",2007,NA,NA,wt,icpsr,gallup_vop,ICPSR_21441,NA,NA,NA,NA,NA
699,ges1976,NA,Germany,NA,NA,NA,1976,NA,NA,NA,gesis,ges,ZA0823,NA,NA,NA,NA,NA
700,ges1983,NA,Germany,NA,NA,NA,1983,NA,NA,NA,gesis,ges,ZA1276,NA,NA,NA,NA,NA
701,ges1987,NA,Germany,NA,NA,NA,1987,NA,NA,NA,gesis,ges,ZA1536,NA,NA,NA,NA,NA
702,ges1990,NA,Germany,NA,NA,NA,1990,NA,NA,NA,gesis,ges,ZA1920,NA,NA,NA,NA,NA
703,gles1994,NA,Germany,NA,NA,NA,1994,NA,NA,NA,gesis,gles,ZA3065,NA,NA,NA,NA,NA
704,gles1998,NA,Germany,NA,NA,NA,1998,NA,NA,NA,gesis,gles,ZA3066,NA,NA,NA,NA,NA
705,gles2002,NA,Germany,NA,NA,NA,2002,NA,NA,NA,gesis,gles,ZA3861,NA,NA,NA,NA,NA
706,gles2009,NA,Germany,NA,NA,NA,2009,NA,NA,NA,gesis,gles,ZA5305,NA,NA,NA,NA,NA
707,gles2013,NA,Germany,NA,NA,NA,2013,NA,NA,NA,gesis,gles,ZA5704,NA,NA,NA,NA,NA
708,gles2017,NA,Germany,NA,NA,NA,2017,NA,NA,NA,gesis,gles,ZA6804,NA,NA,NA,NA,NA
709,gprefs2012,NA,country,NA,NA,NA,2012,NA,NA,NA,misc,gprefs,gprefs2012,NA,NA,https://academic.oup.com/qje/article-pdf/133/4/1645/28835875/qjy013.pdf,NA,NA
710,gps2014,NA,nutsnaz,NA,NA,NA,2014,NA,NA,NA,gesis,euandi,ZA5970,NA,NA,NA,NA,NA
711,iccp2004,NA,Ireland,NA,NA,NA,2004,NA,NA,NA,misc,issda,iccp2004,NA,NA,NA,NA,NA
712,iccp2010,NA,Ireland,NA,NA,NA,2010,NA,NA,NA,misc,issda,iccp2010,NA,NA,NA,NA,NA
713,icenes1983,NA,Iceland,NA,NA,NA,1983,NA,NA,NA,misc,icenes,icenes1983,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1983_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1983_codebook_open_access_english_3release.pdf,NA,NA
714,icenes1987,NA,Iceland,NA,NA,NA,1987,NA,NA,NA,misc,icenes,icenes1987,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1987_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1987_codebook_open_access_english_3release.pdf,NA,NA
715,icenes1991,NA,Iceland,NA,NA,NA,1991,NA,NA,NA,misc,icenes,icenes1991,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1991_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1991_codebook_open_access_english_3release.pdf,NA,NA
716,icenes1995,NA,Iceland,NA,NA,NA,1995,NA,NA,NA,misc,icenes,icenes1995,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1995_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1995_codebook_open_access_english_3release.pdf,NA,NA
717,icenes1999,NA,Iceland,NA,NA,NA,1999,NA,NA,NA,misc,icenes,icenes1999,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1999_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1999_codebook_open_access_english_3release.pdf,NA,NA
718,icenes2003,NA,Iceland,NA,NA,NA,2003,NA,NA,NA,misc,icenes,icenes2003,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2003_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2003_codebook_open_access_english_3release.pdf,NA,NA
719,icenes2007,NA,Iceland,NA,NA,NA,2007,NA,NA,NA,misc,icenes,icenes2007,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2007_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2007_codebook_open_access_english_3release.pdf,NA,NA
720,icenes2009,NA,Iceland,NA,NA,NA,2009,NA,NA,NA,misc,icenes,icenes2009,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2009_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2009_codebook_open_access_english_3release.pdf,NA,NA
721,icenes2013,NA,Iceland,NA,NA,NA,2013,NA,NA,NA,misc,icenes,icenes2013,NA,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_open_access_english_1release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_codebook_open_access_english_1release.pdf,NA,NA
722,iears2018,NA,Ireland,NA,NA,NA,2018,NA,NA,NA,dataverse,ieref,iears2018,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JELRGK,NA,NA,NA
723,iemrbi200202,NA,Ireland,NA,NA,NA,2002,NA,NA,NA,misc,issda,iemrbi200202,NA,NA,NA,NA,NA
724,ines_long,NA,Ireland,NA,NA,NA,NA,ines,NA,"wt <- t_data$v1171; wt[t_data$y_dcpo==2003] <- t_data$v1174[t_data$y_dcpo==2003] ; wt[t_data$y_dcpo==2004] <- (t_data$v1175[t_data$y_dcpo==2004]/mean(t_data$v1175[t_data$y_dcpo==2004], na.rm=TRUE)); wt[t_data$y_dcpo==2006] <- (t_data$v1178[t_data$y_dcpo==2006] /mean(t_data$v1178[t_data$y_dcpo==2006] , na.rm = TRUE)); wt[t_data$y_dcpo==2007] <- t_data$v1180[t_data$y_dcpo==2007] ; wt[is.na(wt)] <- 1",misc,issda,ines_long,NA,https://www.ucd.ie/issda/t4media/INESLong_Beta.zip,https://www.ucd.ie/issda/t4media/INES%20Codebook.pdf,NA,NA
725,intune2007,NA,b,NA,"tibble(orig=c(""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""DENMARK"", ""ESTONIA"", ""FRANCE"", ""GERMANY"", ""GREECE"", ""HUNGARY"", ""ITALY"", ""POLAND"", ""PORTUGAL"", ""SERBIA"", ""SLOVAKIA REPUBLIC"", ""SLOVENIA"", ""SPAIN"", ""TURKEY"", ""UNITED KINGDOM""), dest = c(""Austria"", ""Belgium"", ""Bulgaria"", ""Denmark"", ""Estonia"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Italy"", ""Poland"", ""Portugal"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Turkey"", ""United Kingdom""))",NA,NA,NA,"tibble(orig=c(""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""DENMARK"", ""ESTONIA"", ""FRANCE"", ""GERMANY"", ""GREECE"", ""HUNGARY"", ""ITALY"", ""POLAND"", ""PORTUGAL"", ""SERBIA"", ""SLOVAKIA REPUBLIC"", ""SLOVENIA"", ""SPAIN"", ""TURKEY"", ""UNITED KINGDOM""), year = c(""2007"", ""2007"",""2007"", ""2007"", ""2007"", ""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2008""))",w1,gesis,intune,ZA5695,NA,NA,NA,NA,NA
726,intune2009,NA,country,NA,"tibble(orig=c(""BELGIQUE"", ""DENMARK"", ""GERMANY"", ""GREECE"", ""SPAIN"", ""FRANCE"", ""ITALIA"", ""PORTUGAL"", ""UNITED KINGDOM"", ""ESTONIA"", ""HUNGARY"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""SERBIA"", ""AUSTRIA""), dest = c(""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Serbia"", ""Austria""))",NA,2009,NA,NA,wmid2,gesis,intune,ZA5696,NA,NA,NA,NA,NA
727,isjp_comb9196,NA,v1,NA,NA,"c( ""Eastern Germany""=""Germany"", ""Western Germany""=""Germany"", ""Great Britain""= ""United Kingdom"")",NA,year,NA,weight,gesis,jsps,ZA3522,NA,NA,NA,NA,NA
728,ispas2001,NA,Ireland,NA,NA,NA,2001,NA,NA,wgtall,misc,issda,ispas2001,NA,NA,http://www.ucd.ie/issda/static/documentation/ispas/ispas-questionnaire.pdf,NA,NA
729,isshr2006,NA,Ireland,NA,NA,NA,2006,NA,NA,awgt2205,misc,issda,isshr2006,NA,NA,http://www.ucd.ie/issda/static/documentation/esri/isshr-questionnaire.pdf,NA,NA
730,issp1985,NA,v3,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""i""), dest = c(""Australia"", ""Germany"", ""United Kingdom"", ""United States"", ""Austria"", ""Italy""))",NA,NA,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""i""), year = c(""1986"", ""1985"", ""1985"", ""1985"", ""1986"", ""1985""))",v141,gesis,issp,ZA1490,NA,NA,NA,NA,NA
731,issp1985_2006,NA,v6,NA,NA,NA,NA,v4,NA,weight,gesis,issp,ZA4747,NA,NA,NA,NA,NA
732,issp1987,NA,v3,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""ch"", ""pl""), dest = c(""Australia"", ""Germany"", ""United Kingdom"", ""United States"", ""Austria"", ""Hungary"", ""Netherlands"", ""Italy"", ""Switzerland"", ""Poland""))",NA,NA,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""ch"", ""pl""), year = c(""1988"", ""1987"", ""1987"", ""1987"", ""1988"", ""1987"", ""1987"", ""1987"", ""1987"", ""1987""))",v107,gesis,issp,ZA1680,NA,NA,NA,NA,NA
733,issp1987ie,NA,Ireland,NA,NA,NA,1989,NA,NA,v107,gesis,issp,ZA1306,NA,NA,NA,NA,NA
734,issp1988,NA,v3,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""irl""), dest = c(""Australia"", ""Germany"", ""United Kingdom"", ""United States"", ""Austria"", ""Hungary"", ""Netherlands"", ""Italy"", ""Ireland""))",NA,NA,NA,"tibble(orig=c(""aus"", ""d"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""irl""), year = c(""1988"", ""1988"", ""1988"", ""1988"", ""1988"", ""1988"", ""1988"", ""1989"", ""1989""))",v116,gesis,issp,ZA1700,NA,NA,NA,NA,NA
735,issp1988au,NA,Australia,NA,NA,NA,1991,NA,NA,NA,gesis,issp,ZA1977,NA,NA,NA,NA,NA
736,issp1988ie,NA,Ireland,NA,NA,NA,1989,NA,NA,v105,gesis,issp,ZA1303,NA,NA,NA,NA,NA
737,issp1990,NA,v3,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""nirl"", ""usa"", ""h"", ""i"", ""irl"", ""n"", ""il""), dest = c(""Australia"", ""Germany"", ""Germany"", ""United Kingdom"", ""Northern Ireland"", ""United States"", ""Hungary"",  ""Italy"", ""Ireland"", ""Norway"", ""Israel""))",NA,NA,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""nirl"", ""usa"", ""h"", ""i"", ""n"", ""irl"", ""il""), year = c(""1990"", ""1990"", ""1990"", ""1990"", ""1990"", ""1990"", ""1990"",  ""1990"", ""1990"", ""1991"", ""1991""))",v114,gesis,issp,ZA1950,NA,NA,NA,NA,NA
738,issp1991,NA,v3,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""irl"", ""il"", ""nz"", ""n"", ""nirl"", ""rp"", ""pl"", ""rus"", ""slo""), dest = c(""Australia"", ""Germany"", ""Germany"", ""United Kingdom"", ""United States"", ""Austria"", ""Hungary"", ""Netherlands"", ""Italy"", ""Ireland"", ""Israel"", ""New Zealand"", ""Norway"", ""Northern Ireland"", ""Philippines"", ""Poland"", ""Russia"", ""Slovenia""))",NA,NA,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""usa"", ""a"", ""h"", ""nl"", ""i"", ""irl"", ""il"", ""nz"", ""n"", ""nirl"", ""rp"", ""pl"", ""rus"", ""slo""), year = c(""1993"", ""1991"", ""1991"", ""1991"", ""1991"", ""1993"", ""1991"", ""1991"", ""1990"", ""1991"", ""1991"", ""1991"", ""1991"", ""1991"", ""1991"", ""1991"", ""1991"", ""1991""))",v131,gesis,issp,ZA2150,NA,NA,NA,NA,NA
739,issp1991_2008,NA,v6,NA,NA,NA,NA,v4,NA,weight,gesis,issp,ZA5070,NA,NA,NA,NA,NA
740,issp1992,NA,v3,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""usa"", ""a"", ""h"", ""i"", ""nz"", ""n"", ""s"", ""rp"", ""cz"", ""pl"", ""bg"", ""rus"", ""slo"", ""cdn""), dest = c(""Australia"", ""Germany"", ""Germany"", ""United Kingdom"", ""United States"", ""Austria"", ""Hungary"", ""Italy"", ""New Zealand"", ""Norway"", ""Sweden"", ""Philippines"", ""Czechoslovakia"", ""Poland"", ""Bulgaria"", ""Russia"", ""Slovenia"", ""Canada""))",NA,NA,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""usa"", ""a"", ""h"", ""i"", ""nz"", ""n"", ""s"", ""rp"", ""cz"", ""pl"", ""bg"", ""rus"", ""slo"", ""cdn""), year = c(""1993"", ""1992"", ""1992"", ""1992"", ""1992"", ""1993"", ""1992"", ""1992"", ""1992"", ""1992"", ""1991"", ""1992"", ""1992"", ""1992"", ""1993"", ""1992"", ""1992"", ""1992""))",v176,gesis,issp,ZA2310,NA,NA,NA,NA,NA
741,issp1992es,NA,Spain,NA,NA,NA,1994,NA,NA,NA,gesis,issp,ZA2496,NA,NA,NA,NA,NA
742,issp1994,NA,v3,NA,NA,"c(""NIRL- Northern Ireland""=""Northern Ireland"", ""D-E - Germany-East""=""Germany"", ""D-W - Germany-West""=""Germany"")",NA,NA,"tibble(orig=c(""A   - Austria"", ""AUS - Australia"", ""BG  - Bulgaria"", ""CDN - Canada"", ""CZ  - Czech Republic"", ""D-E - Germany-East"", ""D-W - Germany-West"", ""E   - Spain"", ""GB  - Great Britain"", ""H   - Hungary"", ""I   - Italy"", ""IL  - Israel"", ""IRL - Ireland"", ""J   - Japan"", ""N   - Norway"", ""NIRL- Northern Ireland"", ""NL  - Netherlands"", ""NZ  - New Zealand"", ""PL  - Poland"", ""RP  - Philippines"", ""RUS - Russia"", ""S   - Sweden"", ""SLO - Slovenia"", ""USA - United States""), year = c(""1995"", ""1994"", ""1995"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1994"", ""1993"", ""1994""))",v315,gesis,issp,ZA2620,NA,NA,NA,NA,NA
743,issp1995,NA,v3,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""nirl"", ""usa"", ""a"", ""h"", ""i"", ""irl"", ""nz"", ""nl"", ""n"", ""s"", ""rp"", ""cz"", ""pl"", ""bg"", ""rus"", ""slo"", ""cdn"", ""IL-J"", ""IL-A"", ""j"", ""e"", ""lv"", ""f"", ""cy"", ""ch"", ""sk""), dest = c(""Australia"", ""Germany"", ""Germany"", ""United Kingdom"", ""Northern Ireland"", ""United States"", ""Austria"", ""Hungary"", ""Italy"", ""Ireland"", ""New Zealand"", ""Netherlands"", ""Norway"", ""Sweden"", ""Philippines"", ""Czechia"", ""Poland"", ""Bulgaria"", ""Russia"", ""Slovenia"", ""Canada"", ""Israel"", ""Israel"", ""Japan"", ""Spain"", ""Latvia"", ""France"", ""Cyprus"", ""Switzerland"", ""Slovakia""))",NA,NA,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""usa"", ""a"", ""h"", ""i"", ""irl"", ""nl"", ""n"", ""s"", ""cz"", ""slo"", ""pl"", ""bg"", ""rus"", ""nz"", ""cdn"", ""rp"", ""j"", ""e"", ""lv"", ""sk""), year=c(""1995"", ""1995"", ""1995"", ""1995"", ""1996"", ""1995"", ""1995"", ""1995"", ""1995"", ""1995"", ""1995"", ""1995"", ""1995"", ""1994"", ""1995"", ""1995"", ""1996"", ""1996"", ""1995"", ""1995"", ""1995"", ""1995"", ""1995"", ""1996""))",v342,gesis,issp,ZA2880,NA,NA,NA,NA,NA
744,issp1996,NA,v3,NA,"tibble(orig=c(""aus"", ""D-W"", ""D-E"", ""gb"", ""nirl"", ""usa"", ""a"", ""h"", ""i"", ""irl"", ""nz"", ""nl"", ""n"", ""s"", ""rp"", ""cz"", ""pl"", ""bg"", ""rus"", ""slo"", ""cdn"", ""IL-J"", ""IL-A"", ""j"", ""e"", ""lv"", ""f"", ""cy"", ""ch""), dest = c(""Australia"", ""Germany"", ""Germany"", ""United Kingdom"", ""Northern Ireland"", ""United States"", ""Austria"", ""Hungary"", ""Italy"", ""Ireland"", ""New Zealand"", ""Netherlands"", ""Norway"", ""Sweden"", ""Philippines"", ""Czechia"", ""Poland"", ""Bulgaria"", ""Russia"", ""Slovenia"", ""Canada"", ""Israel"", ""Israel"", ""Japan"", ""Spain"", ""Latvia"", ""France"", ""Cyprus"", ""Switzerland""))",NA,NA,NA,"tibble(orig = c(""aus"", ""bg"", ""cdn"", ""cy"", ""cz"", ""e"", ""f"", ""D-W"", ""D-E"", ""h"", ""irl"", ""IL-J"", ""IL-A"", ""i"", ""j"", ""lv"", ""nz"", ""n"", ""rp"", ""pl"", ""rus"", ""slo"", ""s"", ""ch"", ""gb"", ""usa""), year = c(""1996"", ""1997"", ""1996"", ""1996"", ""1996"", ""1996"", ""1997"", ""1996"", ""1996"", ""1996"", ""1996"", ""1996"", ""1996"", ""1996"", ""1996"", ""1996"", ""1997"", ""1996"", ""1996"", ""1997"", ""1997"", ""1995"", ""1996"", ""1998"", ""1996"", ""1996""))",v325,gesis,issp,ZA2900,NA,NA,NA,NA,NA
745,issp1998,NA,v3,NA,NA,"c(""NIRL-Northern Ireland""=""Northern Ireland"", ""D-E-Germany-East""=""Germany"", ""D-W-Germany-West""=""Germany"")",NA,NA,"tibble(orig=c(""A-Austria"", ""AUS-Australia"", ""BG-Bulgaria"", ""CDN-Canada"", ""CH-Switzerland"", ""CY-Cyprus"", ""CZ-Czech Republic"", ""D-Denmark"", ""D-E-Germany-East"", ""D-W-Germany-West"", ""E-Spain"", ""F-France"", ""GB-Great Britain"", ""H-Hungary"", ""I-Italy"", ""IL-Israel Jews Arabs"", ""IRL-Ireland"", ""J-Japan"", ""LV-Latvia"", ""N-Norway"", ""NIRL-Northern Ireland"", ""NL-Netherlands"", ""NZ-New Zealand"", ""P-Portugal"", ""PL-Poland"", ""RCH-Chile"", ""RP-Philippines"", ""RUS-Russia"", ""S-Sweden"", ""SK-Slovak Republic"", ""SLO-Slovenia"", ""USA-United States""), year = c(""1999"", ""1998"", ""1999"", ""2000"", ""1999"", ""1999"", ""1999"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1999"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1999"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998"", ""1998""))",v316,gesis,issp,ZA3190,NA,NA,NA,NA,NA
746,issp1998br,NA,Brazil,NA,NA,NA,2002,NA,NA,NA,gesis,issp,ZA4674,NA,NA,NA,NA,NA
